index,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
24312,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1990,historic,51.53530026
24313,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1991,historic,52.70804373
24314,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1992,historic,50.98108322
24315,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1993,historic,51.21396202
24316,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1994,historic,51.50497067
24317,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1995,historic,51.8336824
24318,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1996,historic,53.22744262
24319,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1997,historic,54.01286874
24320,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1998,historic,54.06355011
24321,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,1999,historic,54.68374899
24322,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2000,historic,54.0812442
24323,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2001,historic,52.57024123
24324,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2002,historic,51.02630234
24325,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2003,historic,51.29639472
24326,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2004,historic,52.62852228
24327,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2005,historic,53.34886384
24328,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2006,historic,52.08845362
24329,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2007,historic,53.62448038
24330,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2008,historic,54.33627296
24331,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2009,historic,53.41490379
24332,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2010,historic,52.76181963
24333,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2011,historic,53.72920729
24334,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2012,historic,54.7688642
24335,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2013,historic,51.98920953
24336,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2014,historic,52.84998467
24337,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2015,historic,53.14385397
24338,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AR,Argentina,2016,historic,52.74723414
24339,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1990,historic,72.00951875
24340,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1991,historic,73.23204584
24341,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1992,historic,73.02782709
24342,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1993,historic,70.45292636
24343,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1994,historic,71.91852544
24344,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1995,historic,73.65746901
24345,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1996,historic,71.39382595
24346,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1997,historic,71.47713957
24347,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1998,historic,74.39801457
24348,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,1999,historic,73.95682222
24349,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2000,historic,73.92475696
24350,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2001,historic,77.01864864
24351,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2002,historic,76.15452313
24352,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2003,historic,76.05197911
24353,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2004,historic,77.70620481
24354,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2005,historic,78.27183236
24355,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2006,historic,76.25622529
24356,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2007,historic,75.69940797
24357,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2008,historic,73.47046231
24358,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2009,historic,74.39277573
24359,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2010,historic,73.00351792
24360,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2011,historic,72.12066224
24361,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2012,historic,72.87808307
24362,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2013,historic,71.74002202
24363,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2014,historic,70.66917119
24364,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2015,historic,71.55378611
24365,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),AU,Australia,2016,historic,73.15718265
24366,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1990,historic,31.37467659
24367,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1991,historic,31.94614619
24368,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1992,historic,32.37590712
24369,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1993,historic,32.74557434
24370,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1994,historic,32.25452362
24371,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1995,historic,33.74940003
24372,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1996,historic,34.60372714
24373,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1997,historic,35.21987378
24374,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1998,historic,35.38738545
24375,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,1999,historic,35.75051363
24376,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2000,historic,37.21427439
24377,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2001,historic,37.39079514
24378,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2002,historic,36.33049358
24379,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2003,historic,35.04686704
24380,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2004,historic,35.15359889
24381,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2005,historic,34.3758708
24382,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2006,historic,33.59447244
24383,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2007,historic,33.37253072
24384,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2008,historic,33.34690605
24385,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2009,historic,32.15871869
24386,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2010,historic,33.21013052
24387,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2011,historic,34.43771123
24388,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2012,historic,35.95084854
24389,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2013,historic,36.79667869
24390,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2014,historic,37.58291374
24391,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2015,historic,36.40894375
24392,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),BR,Brazil,2016,historic,34.87943939
24393,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1990,historic,47.43478444
24394,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1991,historic,46.81297529
24395,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1992,historic,47.14340542
24396,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1993,historic,45.3608636
24397,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1994,historic,45.38042024
24398,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1995,historic,45.85746436
24399,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1996,historic,46.36452162
24400,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1997,historic,47.43372328
24401,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1998,historic,48.29305989
24402,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,1999,historic,47.96343706
24403,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2000,historic,48.63256513
24404,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2001,historic,48.59625199
24405,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2002,historic,49.00907852
24406,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2003,historic,48.35728647
24407,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2004,historic,46.46185469
24408,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2005,historic,47.16132228
24409,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2006,historic,45.61175287
24410,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2007,historic,48.42728711
24411,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2008,historic,47.8260058
24412,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2009,historic,47.32526922
24413,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2010,historic,48.63197205
24414,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2011,historic,48.28428358
24415,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2012,historic,47.50865088
24416,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2013,historic,47.443443
24417,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2014,historic,46.36725183
24418,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2015,historic,46.00276813
24419,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CA,Canada,2016,historic,45.9332099
24420,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1990,historic,50.12183698
24421,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1991,historic,47.18231799
24422,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1992,historic,45.01872051
24423,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1993,historic,46.63489825
24424,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1994,historic,47.57328931
24425,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1995,historic,48.30825255
24426,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1996,historic,50.4330805
24427,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1997,historic,51.86368041
24428,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1998,historic,50.7967034
24429,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,1999,historic,50.19294512
24430,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2000,historic,46.11803963
24431,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2001,historic,45.15831325
24432,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2002,historic,44.27569613
24433,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2003,historic,44.92920954
24434,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2004,historic,46.26912223
24435,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2005,historic,45.80398624
24436,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2006,historic,45.05763206
24437,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2007,historic,49.21200352
24438,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2008,historic,52.36467139
24439,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2009,historic,51.93357232
24440,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2010,historic,53.10783258
24441,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2011,historic,53.50159453
24442,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2012,historic,49.56427939
24443,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2013,historic,50.79056689
24444,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2014,historic,51.86627127
24445,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2015,historic,54.60871971
24446,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CL,Chile,2016,historic,53.87121548
24447,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1990,historic,57.10878548
24448,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1991,historic,61.99045205
24449,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1992,historic,62.53684113
24450,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1993,historic,64.3066327
24451,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1994,historic,63.82584082
24452,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1995,historic,66.3244212
24453,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1996,historic,63.90156568
24454,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1997,historic,65.1220438
24455,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1998,historic,66.90236551
24456,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,1999,historic,63.50234154
24457,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2000,historic,65.52511882
24458,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2001,historic,66.56557115
24459,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2002,historic,67.32679042
24460,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2003,historic,68.44309613
24461,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2004,historic,70.1423752
24462,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2005,historic,72.4882995
24463,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2006,historic,73.05212071
24464,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2007,historic,73.68693491
24465,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2008,historic,73.92952676
24466,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2009,historic,74.12619862
24467,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2010,historic,73.37705043
24468,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2011,historic,75.16048007
24469,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2012,historic,74.65916788
24470,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2013,historic,75.41557055
24471,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2014,historic,73.51582177
24472,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2015,historic,72.67903789
24473,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CN,China,2016,historic,72.80687137
24474,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CR,Costa Rica,1990,historic,37.03037157
24475,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CR,Costa Rica,1991,historic,37.57126464
24476,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CR,Costa Rica,1992,historic,40.53520439
24477,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CR,Costa Rica,1993,historic,38.70423911
24478,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CR,Costa Rica,1994,historic,45.4944565
24479,Macro,Emissions intensity of primary energy,tCO2 / TJ (primary),CR,Costa Rica,1995,historic,44.56836069
